,area_sqft,availability_date,balcony,base_price,bathroom,bedrooms,id,kitchens,latitude,living,locality_name,longitude,owner_name,post_date,price,property_name,zomato loc,zomato popularity,zomato price,zomato rating
79,1322,1-Dec-24,,3600,3,3,500289,0,22.589935,,Rajarhat,88.510215,Magnolia Infrastructure Development LTD,7-Nov-20,4759200,Magnolia Merlion,New Town,4.03,3,3.9
80,943,1-Jun-23,,2450,3,3,504315,1,22.364447,1,Amtala ,88.274642,Srijan Star Realty LLP,1-Oct-20,2310350,Srijan Star Swapno Puron,,,,
81,965,1-Dec-24,,3600,,2,500289,0,22.589935,,Rajarhat,88.510215,Magnolia Infrastructure Development LTD,7-Nov-20,3474000,Magnolia Merlion,New Town,4.03,3,3.9
82,822,1-Dec-22,,2400,2,2,762574,0,22.746763,1,Barasat,88.485751,Magnolia Infrastructure Development LTD,7-Nov-20,1972800,Magnolia Fantasia,Barasat,4.27,1.444444444,3.955555556
83,909,1-Aug-22,1,3000,2,2,767899,1,22.456015,1,Kabardanga,88.331051,Eden Group,12-Nov-20,2727000,Eden Tolly Cascades,Thakur Pukur,4.43,1.777777778,3.877777778
84,990,0,2,2274,2,3,395795,1,22.744047,1,Barasat,88.441305,Riya Primarc Greens LLP,4-Nov-20,2252000,Riya Oxford Square,Barasat,4.27,1.444444444,3.955555556
85,1346,1-Apr-22,,4200,,3,806280,1,22.407335,1,Rajpur,88.413744,Southwinds Project LLP,25-May-20,5653200,Southwinds,Narendra Pur,3.8,1.333333333,3.944444444
86,1833,0,,10000,3,3,4968,1,22.512772,1,E M Bypass,88.410254,Shivam Realty,9-Nov-20,18330000,Urbana,,,,
87,490,0,1,2275,1,1,395795,1,22.744047,1,Barasat,88.441305,Riya Primarc Greens LLP,4-Nov-20,1115000,Riya Oxford Square,Barasat,4.27,1.444444444,3.955555556
88,476,1-Aug-22,,3450,1,1,391177,0,22.455599,,Tollygunge,88.324353,Eden Group,29-Sep-20,1642200,Eden Tolly Gardenia,Thakur Pukur,4.43,1.777777778,3.877777778
89,1648,0,1,6067,3,3,5182,,22.567407,,New Town,88.517945,,26-Sep-20,10000000,Elita Garden Vista,New Town,4.03,3,3.9
90,1381,0,,4500,3,3,459381,0,22.507655,,Behala,88.29985,SKDJ Dream Home,2-Nov-20,6214500,SKDJ Parnasree Green,,,,
91,1677,0,1,5500,2,3,45548,1,22.6227423,1,Dum Dum Metro,88.3894699,Padmalaya Projects LLP,15-Oct-20,9223500,Padmalaya Apartments,Sinthi,4.01,1.444444444,3.733333333
92,828,0,1,2274,2,2,395795,1,22.744047,1,Barasat,88.441305,Riya Primarc Greens LLP,4-Nov-20,1884000,Riya Oxford Square,Barasat,4.27,1.444444444,3.955555556
93,1707,0,2,0,3,4,17786,1,22.499905,1,Prince Anwar Shah Rd.,88.360697,Shivam Realty,9-Nov-20,0,South City,,,,
94,698,1-Jun-23,,2483,,2,504315,0,22.364447,,Amtala ,88.274642,Srijan Star Realty LLP,1-Oct-20,1710100,Srijan Star Swapno Puron,,,,
95,1277,1-Sep-21,1,5250,2,2,55520,1,22.454918,1,Garia,88.386375,Ganguly Group,10-Nov-20,6704250,Ganguly 4 Sight Grand Castle,Garia,3.73,1.333333333,3.933333333
96,1887,0,,6500,3,3,1029174,0,22.5140667,,Chetla,88.3378828,A S Realty,31-Oct-20,12265500,Estates 77,Alipore,4.91,2.111111111,4.044444444
97,2114,0,2,6149,3,3,3590,,22.629392,,New Town,88.456195,,12-Nov-20,13000000,Shrachi Greenwood Elements,Chinar Park,4.03,3,3.9
98,1457,1-Apr-22,,4200,2,2,806280,0,22.407335,,Rajpur,88.413744,Southwinds Project LLP,25-May-20,6119400,Southwinds,Narendra Pur,3.8,1.333333333,3.944444444
99,1093,0,1,3234,2,3,139857,1,22.398152,1,Narendrapur,88.421751,MBPS PROJECTS LLP ,12-Nov-20,3525279,MBPS Waterview,,,,
100,947,1-Dec-24,,8456,2,2,806281,1,22.5539607,1,Rajarhat,88.3710407,P S Primarc Projects LLP,13-Nov-20,8007832,The Soul,,,,
101,1010,1-Dec-24,1,8211,4,4,806281,1,22.5539607,1,Rajarhat,88.3710407,P S Primarc Projects LLP,13-Nov-20,8293110,The Soul,,,,
102,1010,1-Jan-23,1,8211,4,4,806281,1,22.5539607,1,Rajarhat,88.3710407,P S Primarc Projects LLP,13-Nov-20,8293110,The Soul,,,,
103,1573,1-Sep-21,2,5250,2,3,55520,0,22.454918,,Garia,88.386375,Ganguly Group,10-Nov-20,8258250,Ganguly 4 Sight Grand Castle,Garia,3.73,1.333333333,3.933333333
104,1522,1-Jan-23,,8211,3,3,806281,1,22.5539607,1,Rajarhat,88.3710407,P S Primarc Projects LLP,13-Nov-20,12497142,The Soul,,,,
105,1343,0,1,3150,3,3,53748,1,22.380674,1,Baruipur,88.424217,NK Realtors,11-Nov-20,4230450,Arrjavv Sonar Kella,Narendra Pur,3.8,1.333333333,3.944444444
106,1032,0,1,3150,2,2,53748,1,22.380674,1,Baruipur,88.424217,NK Realtors,17-Nov-20,3250800,Arrjavv Sonar Kella,Narendra Pur,3.8,1.333333333,3.944444444
107,884,0,,3200,,2,1025170,0,22.459167,,Thakurpukur,88.322051,FM ENTERPRISES,6-Oct-20,2828800,FM Aarav Villa,Thakur Pukur,4.43,1.777777778,3.877777778
108,978,1-Dec-21,,5000,,2,161356,0,22.512626,,Dhakuria,88.370689,Adya Group,2-Nov-20,4890000,Adya Exotica Villa,Dhakuria,4.91,2.555555556,4.177777778
109,1684,1-Dec-21,1,4050,3,4,787081,0,22.572458,,New Town,88.494418,Neelkanth Nirman Pvt Ltd,9-Nov-20,6820200,Chitrakut Heights,,,,
