,area_sqft,availability_date,balcony,base_price,bathroom,bedrooms,id,kitchens,latitude,living,locality_name,longitude,owner_name,post_date,price,property_name,zomato loc,zomato popularity,zomato price,zomato rating
1278,744.323685,1-Jun-22,,7630,2,2,1034567,0,18.646416,,Ravet,73.742937,R K Properties,23-Oct-20,5652000,Sonigara Twin Towers,Ravet,4.36,2.111111111,3.988888889
1279,570,1-Dec-20,,8651,,1,270797,0,18.603755,,Wakad,73.76314,R K Properties,23-Oct-20,4916000,Omega Paradise Phase 2,Wakad,5,3.111111111,4.4
1280,800,1-Jan-23,,10372,,2,1016541,0,18.613397,,Tathawade,73.748559,GHAR DEKHO,26-Oct-20,5500000,Rama Metro Life Maxima Residences,Wakad,4.95,2.777777778,4.111111111
1281,369.417048,1-Jun-23,,0,,1,804887,0,18.6255897,,Punawale,73.7237993,AR GROUP & DEVELOPERS,31-Oct-20,0,GK Rose Aster,Aundh,4.95,2.777777778,4.111111111
1282,680,0,1,6470,2,1,0,,0,,Vishrantwadi,0,SKProperties,11-Nov-20,4400000,kukreja heritage,Chatlang,2.13,1.333333333,1.088888889
1283,856,1-Mar-21,,7417,2,2,502771,0,18.605567,,Lohegaon,73.909925,Bluestone Realty,4-Nov-20,6349808,Goodwill Metropolis,Lohegaon,4.06,1.111111111,3.155555556
1284,759,1-May-22,,8408,,2,771112,0,18.568635,,Hinjewadi,73.72221,Full Basket Property Services Private Limited,5-Nov-20,6641250,Shapoorji Joyville,Hinjawadi,4.95,2.777777778,4.111111111
1285,855.622411,0,2,8992,3,3,4414,1,18.586329,1,Hinjewadi,73.7395,Full Basket Property Services Private Limited,3-Nov-20,7695000,Kolte Patil Green Olive,Hinjawadi,4.95,2.777777778,4.111111111
1286,759,0,1,8999,2,2,4414,1,18.586329,1,Hinjewadi,73.7395,Full Basket Property Services Private Limited,3-Nov-20,6831000,Kolte Patil Green Olive,Hinjawadi,4.95,2.777777778,4.111111111
1287,1265,1-Sep-21,2,4317,3,3,88472,,18.675553,,Moshi,73.841821,Discounted Homes,2-Nov-20,5461000,Mantra Moments,Bhosari,4.33,2.111111111,3.977777778
1288,1725,0,1,6563,3,3,10844,1,18.496999,1,Bhugaon,73.749846,Esprit Homes& Properties,6-Nov-20,11322900,Skyi Songbirds,Bhugaon,2.45,2.555555556,3.766666667
1289,1108,0,,7080,,2,10844,0,18.496999,,Bhugaon,73.749846,Esprit Homes& Properties,6-Nov-20,7845748,Skyi Songbirds,Bhugaon,2.45,2.555555556,3.766666667
1290,972,0,,13655,3,3,13162,0,18.568506,,Baner,73.762685,Esprit Homes& Properties,6-Nov-20,13272660,Puraniks Aldea,Balewadi,5,2.888888889,4.244444444
1291,733,1-Jun-21,,8389,2,2,155938,0,18.5237843,,Bavdhan,73.7583066,Esprit Homes& Properties,6-Nov-20,6149137,Puraniks Abitante,Bavdhan,4.82,2.222222222,4
1292,1113.417816,1-Jun-21,3,10051,3,3,155938,1,18.5237843,1,Bavdhan,73.7583066,Esprit Homes& Properties,6-Nov-20,11195667,Puraniks Abitante,Bavdhan,4.82,2.222222222,4
1293,488,1-Jun-21,,11210,1,1,155938,0,18.5237843,,Bavdhan,73.7583066,Esprit Homes& Properties,6-Nov-20,4000000,Puraniks Abitante,Bavdhan,4.82,2.222222222,4
1294,797,1-Mar-22,,7299,2,2,70006,0,18.593122,,Wagholi,73.968384,Phoenix Realty,31-Oct-20,5817303,Rohan Abhilasha,Wagholi,4.16,1.777777778,3.9
1295,1131,1-Mar-22,,6768,3,3,70006,0,18.593122,,Wagholi,73.968384,Phoenix Realty,31-Oct-20,7676097,Rohan Abhilasha,Wagholi,4.16,1.777777778,3.9
1296,797,1-Mar-22,,6803,2,2,70006,0,18.593122,,Wagholi,73.968384,Phoenix Realty,31-Oct-20,5421991,Rohan Abhilasha,Wagholi,4.16,1.777777778,3.9
1297,990,1-Sep-25,,9629,,3,1036331,0,18.584672,,Balewadi,73.772896,Makaan Hunt Pvt. Ltd.,23-Oct-20,8400000,Mantra Monarch,Wakad,5,2.888888889,4.244444444
1298,789,1-Sep-25,,9642,,2,1036331,0,18.584672,,Balewadi,73.772896,Makaan Hunt Pvt. Ltd.,23-Oct-20,6600000,Mantra Monarch,Wakad,5,2.888888889,4.244444444
1299,697.07,1-Jun-25,,7890,,2,154262,0,18.5178736,,Hadapsar,73.9127233,Makaan Hunt Pvt. Ltd.,23-Oct-20,5500000,Wellwisher Kiarah Terrazo,Ghorpadi,3.88,1.666666667,3.677777778
1300,939.7,1-Jan-23,,10365,,3,1016541,0,18.613397,,Tathawade,73.748559,Makaan Hunt Pvt. Ltd.,23-Oct-20,7922000,Rama Metro Life Maxima Residences,Wakad,4.95,2.777777778,4.111111111
1301,800,1-Jan-23,,10372,,2,1016541,0,18.613397,,Tathawade,73.748559,Makaan Hunt Pvt. Ltd.,23-Oct-20,5500000,Rama Metro Life Maxima Residences,Wakad,4.95,2.777777778,4.111111111
1302,1118,1-Dec-22,,8889,,3,377003,0,18.613253,,Dhanori,73.90174,Makaan Hunt Pvt. Ltd.,23-Oct-20,7600000,Mantra Montana,Lohegaon,4.06,1.111111111,3.155555556
1303,741,1-Dec-22,,8730,,2,377003,0,18.613253,,Dhanori,73.90174,Makaan Hunt Pvt. Ltd.,23-Oct-20,6468930,Mantra Montana,Lohegaon,4.06,1.111111111,3.155555556
1304,845,1-Jun-23,,11720,,2,896122,0,18.567709,,Baner,73.786865,Makaan Hunt Pvt. Ltd.,23-Oct-20,9911005,99 Riverfront,Baner,4.95,3,4.088888889
1305,679,0,1,7149,1,1,384007,1,18.537032,1,Keshav Nagar,73.949499,Makaan Hunt Pvt. Ltd.,23-Oct-20,4854171,Mantra Insignia,Mundhwa,4.78,3.222222222,4.211111111
1306,1296,0,,7149,,3,384007,0,18.537032,,Keshav Nagar,73.949499,Makaan Hunt Pvt. Ltd.,23-Oct-20,7000000,Mantra Insignia,Mundhwa,4.78,3.222222222,4.211111111
1307,1837,1-Dec-24,,10342,4,4,1039700,1,18.645966,1,Chinchwad,73.806699,Makaan Hunt Pvt. Ltd.,21-Oct-20,19000000,Runwal The Central Park,Chinchwad,4.5,2.777777778,4.055555556
1308,817.195288,1-Dec-24,,11121,2,2,1039700,1,18.645966,,Chinchwad,73.806699,Makaan Hunt Pvt. Ltd.,21-Oct-20,9081772,Runwal The Central Park,Chinchwad,4.5,2.777777778,4.055555556
1309,1170,1-Dec-24,,11894,3,3,1039700,1,18.645966,1,Chinchwad,73.806699,Makaan Hunt Pvt. Ltd.,21-Oct-20,9900000,Runwal The Central Park,Chinchwad,4.5,2.777777778,4.055555556
1310,800,1-Dec-22,,55000,2,2,893293,1,18.567733,1,Mahalunge,73.739885,Makaan Hunt Pvt. Ltd.,21-Oct-20,6500000,VTP Blue Water,Hinjawadi,4.95,2.777777778,4.111111111
1311,1250,1-Dec-22,,10000,3,3,893293,1,18.567733,1,Mahalunge,73.739885,Makaan Hunt Pvt. Ltd.,21-Oct-20,9000000,VTP Blue Water,Hinjawadi,4.95,2.777777778,4.111111111
